3962	14	3927
2716	17	8276
950	1	148
1875	17	7569
250	1	241
5232	15	4971
1951	5	1952
3603	14	3604
8812	17	8813
4301	17	6048
2980	10	2983
8081	20	8084
6884	17	6194
509	1	442
8847	17	8848
9380	20	6780
4915	14	4917
5074	15	4973
5989	17	5990
5740	16	5750
4195	14	4196
883	1	884
973	1	453
2875	9	2505
3225	23	2938
11265	22	9708
3230	12	117
4068	14	3496
5411	16	5516
1695	2	1671
5352	15	4973
3145	11	3146
4576	14	3972
8216	17	8220
3936	14	3937
2866	17	5878
3033	14	3883
1762	2	1672
663	18	671
818	1	304
8999	17	8853
2389	8	2341
7384	17	7386
5574	17	6185
1798	3	1801
4269	14	4270
9110	17	6501
9144	18	9139
9373	20	6328
830	1	148
3011	10	3013
6334	17	6337
605	1	245
2452	8	2453
5572	16	5579
2290	8	2291
3347	13	3247
7102	17	7106
4393	14	3496
2143	6	2045
1430	1	193
3103	14	4208
8740	17	8742
1603	1	1596
7291	17	5818
5242	15	4971
779	1	278
3177	14	4249
850	1	679
1930	5	911
3132	14	3871
5553	16	5568
4765	14	4769
7974	17	7678
7003	17	7071
546	1	539
1443	1	336
6756	17	6757
2784	9	2520
5446	16	5451
2773	14	3641
7989	17	6198
5504	17	6380
3611	14	4124
5411	16	5521
8942	17	6642
8048	17	8049
2097	6	30
676	1	123
4293	14	4294
1569	1	559
4268	14	3481
4061	14	3444
5753	16	5754
7772	17	8381
3946	14	3495
169	7	2201
10755	22	10756
1042	18	1467
1078	1	122
4346	14	3700
8979	17	5817
8498	17	5881
2183	7	2190
8883	17	6175
40	0	41
4740	14	4561
9527	21	9528
3679	14	3681
2642	9	2552
1733	2	1671
8433	17	5874
1030	1	1031
8497	17	8396
7725	17	6466
8838	17	8205
2727	9	2480
3969	14	3496
9422	20	5798
567	1	125
1583	1	122
7695	17	7338
2541	9	2482
7073	17	6442
1542	1	148
5764	23	12539
254	1	148
5240	15	4971
4511	14	4512
972	1	122
897	1	866
5854	17	5855
169	5	1946
1107	1	815
5736	17	2106
5893	17	5894
509	1	511
4998	15	4971
6500	17	6083
177	1	123
1070	1	411
7979	17	7981
9463	21	9464
9419	20	6012
4687	14	4688
